銘柄名,銘柄コード,市場,弁済期限(いちにち),弁済期限(14日),弁済期限(無期限),売建可能数量[株],優待権利付き最終日,株主優待,特別空売り料[円],現在値[円],前日比[円],当日株価変動率[％],日中出来高増減率[％],ティック数,出来高[株],直近高値騰落率[％],貸借区分,逆日歩[円]
"レンゴー","3941","東証","○","-","○","6,500","-","無","0.00","885","3","2.07 %","-","3,118","1,623,600","-2.20 %","貸借","0.00"
"トーモク","3946","東証","-","-","○","1,300","-","無","0.00","1,686","-40","-1.51 %","-","66","10,700","-4.74 %","貸借","0.00"
"昭和電工","4004","東証","○","-","○","5,300","-","無","0.00","3,180","-35","-0.46 %","-","2,228","1,533,100","-1.70 %","貸借","0.05"
"住友化学","4005","東証","○","-","○","74,800","-","無","0.00","486","-4","-1.01 %","-","1,827","6,108,100","-1.21 %","貸借","0.00"
"住友精化","4008","東証","-","-","○","10,700","09/25","有","0.00","3,300","35","0.00 %","-","165","41,000","-1.34 %","貸借","0.00"
"日産化学","4021","東証","○","-","○","1,200","-","無","0.00","4,885","100","1.77 %","-","1,322","588,200","-0.71 %","貸借","0.00"
"クレハ","4023","東証","-","-","○","6,400","-","無","0.00","7,300","-40","-1.88 %","-","415","93,800","-2.66 %","貸借","0.00"
"テイカ","4027","東証","-","-","○","15,600","-","無","0.00","2,427","-5","-0.20 %","-","97","15,900","-2.84 %","貸借","0.00"
"石原産業","4028","東証","○","-","○","8,100","-","無","0.00","1,207","-31","-2.50 %","-","777","240,400","-5.18 %","貸借","0.05"
"日本曹達","4041","東証","-","-","○","39,700","-","無","0.00","2,673","-57","-2.08 %","-","423","71,600","-2.90 %","貸借","0.00"
"東ソー","4042","東証","○","-","○","9,000","-","無","0.00","1,475","-11","-1.92 %","-","2,592","1,532,300","-1.92 %","貸借","0.00"
"トクヤマ","4043","東証","-","-","○","71,500","-","無","0.00","2,809","-3","1.07 %","-","2,088","514,500","-1.16 %","貸借","0.05"
"セントラル硝子","4044","東証","-","-","○","53,100","-","無","0.00","2,365","-3","-0.21 %","-","645","115,700","-1.70 %","貸借","0.00"
"東亞合成","4045","東証","-","-","○","54,200","-","無","0.00","1,137","-14","-1.38 %","-","489","180,700","-2.57 %","貸借","0.05"
"大阪ソーダ","4046","東証","-","-","○","9,400","-","無","0.00","2,704","14","1.27 %","-","220","37,100","-0.25 %","貸借","0.00"
"関東電化","4047","東証","-","-","○","38,800","-","無","0.00","717","-2","-0.41 %","-","404","149,200","-2.31 %","貸借","0.00"
"デンカ","4061","東証","○","-","○","1,700","09/25","有","0.00","3,240","45","0.62 %","-","882","320,000","-1.06 %","貸借","0.00"
"イビデン","4062","東証","-","-","○","97,700","03/26","有","0.00","1,818","9","-0.43 %","-","2,733","887,900","-1.94 %","貸借","0.05"
"信越化学","4063","東証","○","-","○","9,600","-","無","0.00","9,606","5","0.00 %","-","3,171","778,400","-0.33 %","貸借","0.00"
"日本カ－バイド","4064","東証","-","-","○","2,200","-","無","0.00","1,316","-3","-0.75 %","-","64","8,800","-1.42 %","貸借","0.00"
"堺化学","4078","東証","-","-","○","13,500","-","無","0.00","2,502","-27","-0.71 %","-","275","39,900","-3.62 %","貸借","0.00"
"エア・ウォーター","4088","東証","-","-","○","192,800","03/26","有","0.00","1,815","-1","-0.27 %","-","1,571","437,700","-1.35 %","貸借","0.05"
"大陽日酸","4091","東証","-","-","○","84,700","-","無","0.00","2,347","15","0.29 %","-","1,249","412,300","-0.55 %","貸借","0.05"
"日本化学工業","4092","東証","-","-","○","1,700","-","無","0.00","2,015","18","0.14 %","-","420","78,400","-1.61 %","貸借","0.00"
"日本パ－カライジング","4095","東証","-","-","○","152,200","-","無","0.00","1,185","-13","-1.49 %","-","366","94,800","-2.30 %","貸借","0.05"
"高圧ガス","4097","東証","-","-","○","36,700","-","無","0.00","840","0","0.59 %","-","100","24,800","-2.09 %","貸借","0.00"
"四国化成","4099","東証","-","-","○","38,700","03/26","有","0.00","1,117","3","0.17 %","-","119","24,900","-1.58 %","貸借","0.00"
"日本触媒","4114","東証","○","-","○","1,100","-","無","0.00","7,080","0","-0.14 %","-","322","99,500","-0.84 %","貸借","0.05"
"大日精化","4116","東証","-","-","○","20,500","-","無","0.00","2,977","31","-0.63 %","-","75","22,000","-1.42 %","貸借","0.00"
"カネカ","4118","東証","○","-","○","1,600","-","無","0.00","3,980","-30","-1.60 %","-","524","195,100","-1.72 %","貸借","0.00"
"協和発酵キリン","4151","東証","○","-","○","5,800","-","無","0.00","1,972","-9","-0.15 %","-","1,814","931,000","-3.04 %","貸借","0.00"
"三菱瓦斯化学","4182","東証","○","-","○","15,000","-","無","0.00","1,409","-24","-1.33 %","-","1,685","677,000","-3.02 %","貸借","0.00"
"三井化学","4183","東証","○","-","○","6,900","-","無","0.00","2,622","-28","-1.46 %","-","1,529","600,200","-1.87 %","貸借","0.00"
"ＪＳＲ","4185","東証","○","-","○","6,700","-","無","0.00","1,619","-21","-1.75 %","-","2,846","1,088,000","-2.87 %","貸借","0.00"
"東京応化工業","4186","東証","-","-","○","7,800","-","無","0.00","3,265","-45","-1.65 %","-","465","144,800","-4.11 %","貸借","0.00"
"大阪有機化学","4187","東証","-","-","○","15,500","-","無","0.00","995","-19","-1.19 %","-","108","26,100","-3.11 %","貸借","0.00"
"三菱ケミカルＨＬＤＧＳ","4188","東証","○","-","○","141,000","-","無","0.00","741.2","-10.8","-1.16 %","-","7,800","4,767,200","-1.63 %","貸借","0.00"
"ＫＨネオケム","4189","東証","-","-","○","35,900","-","無","0.00","2,672","-33","-0.55 %","-","862","167,100","-1.83 %","貸借","0.00"
"ダイセル","4202","東証","-","-","○","404,300","-","無","0.00","966","-7","-0.92 %","-","890","728,800","-2.81 %","貸借","0.00"
"住友ベ－クライト","4203","東証","-","-","○","42,300","-","無","0.00","3,725","-20","0.26 %","-","486","119,500","-2.86 %","貸借","0.00"
"積水化学","4204","東証","○","-","○","5,200","-","無","0.00","1,600","-5","-0.55 %","-","1,299","852,700","-0.92 %","貸借","0.00"
"日本ゼオン","4205","東証","○","-","○","5,500","-","無","0.00","1,168","-1","-1.01 %","-","1,254","527,300","-1.60 %","貸借","0.05"
"アイカ工業","4206","東証","-","-","○","80,600","-","無","0.00","3,650","-10","-0.81 %","-","272","72,400","-2.66 %","貸借","0.00"
"宇部興産","4208","東証","○","-","○","5,100","-","無","0.00","2,176","-12","-1.49 %","-","1,504","536,000","-1.58 %","貸借","0.00"
"積水樹脂","4212","東証","-","-","○","40,200","-","無","0.00","2,076","-18","-0.66 %","-","112","22,800","-1.51 %","貸借","0.05"
"タキロンシーアイ","4215","東証","-","-","○","50,300","-","無","0.00","664","7","-0.89 %","-","167","68,800","-0.89 %","貸借","0.00"
"旭有機材","4216","東証","-","-","○","11,500","-","無","0.00","1,386","-5","-0.85 %","-","167","27,500","-2.94 %","貸借","0.00"
"日立化成","4217","東証","-","-","○","26,800","-","無","0.00","2,921","-22","-0.98 %","-","3,316","1,046,600","-2.17 %","貸借","0.00"
"ニチバン","4218","東証","-","-","○","6,800","09/25","有","0.00","2,191","3","-1.35 %","-","246","35,100","-3.39 %","貸借","0.05"
"積水化成品","4228","東証","-","-","○","35,100","-","無","0.00","752","0","-2.33 %","-","258","151,900","-2.33 %","貸借","0.00"
"群栄化学","4229","東証","-","-","○","5,900","-","無","0.00","2,509","26","-0.94 %","-","19","3,500","-1.06 %","貸借","0.05"
"ダイキョーニシカワ","4246","東証","-","-","○","55,500","09/25","有","0.00","838","-17","-0.82 %","-","420","120,500","-2.78 %","貸借","0.00"
"日本化薬","4272","東証","-","-","○","147,600","-","無","0.00","1,304","15","0.46 %","-","1,029","530,300","-0.38 %","貸借","0.05"
"ＥＰＳホールディングス","4282","東証","○","-","○","9,200","-","無","0.00","1,675","-6","-0.41 %","-","581","108,000","-6.78 %","貸借","0.00"
"プレステージ・インター","4290","東証","○","-","○","5,200","09/25","有","0.00","1,731","29","2.12 %","-","1,109","318,000","-0.28 %","貸借","0.00"
"フェイス","4295","東証","-","-","○","8,700","-","無","0.00","982","5","-0.70 %","-","54","8,900","-4.93 %","貸借","0.00"
"アミューズ","4301","東証","○","-","○","4,900","03/26","有","0.00","2,444","-10","-0.24 %","-","471","66,400","-1.09 %","貸借","0.00"
"ケネディクス","4321","東証","○","-","○","72,300","-","無","0.00","529","-1","-0.18 %","-","1,440","2,146,300","-2.03 %","貸借","0.00"
"電通","4324","東証","○","-","○","9,100","-","無","0.00","3,785","-65","-1.17 %","-","1,294","904,000","-2.69 %","貸借","0.05"
"インテージホールディングス","4326","東証","○","-","○","7,900","09/25","有","0.00","978","-20","-3.07 %","-","135","32,600","-5.59 %","貸借","0.00"
"日本精化","4362","東証","-","-","○","12,100","03/26","有","0.00","1,228","-12","-2.15 %","-","116","26,700","-2.15 %","貸借","0.00"
"ＡＤＥＫＡ","4401","東証","-","-","○","118,600","-","無","0.00","1,574","-30","-0.88 %","-","655","185,200","-3.01 %","貸借","0.00"
"日油","4403","東証","-","-","○","96,100","-","無","0.00","3,990","40","0.12 %","-","381","124,300","-1.35 %","貸借","0.10"
"ミヨシ油脂","4404","東証","-","-","○","6,900","-","無","0.00","1,073","10","0.94 %","-","19","2,900","-0.27 %","貸借","0.00"
"花王","4452","東証","○","-","○","15,700","-","無","0.00","8,392","-8","0.49 %","-","3,664","903,500","-1.25 %","貸借","0.00"
"三洋化成","4471","東証","-","-","○","1,400","-","無","0.00","5,650","120","1.98 %","-","230","57,500","0.00 %","貸借","0.00"
"武田薬品","4502","東証","○","-","○","113,400","-","無","0.00","3,792","51","0.29 %","-","6,118","4,594,700","-1.58 %","貸借","0.00"
"アステラス製薬","4503","東証","○","-","○","9,500","-","無","0.00","1,473.0","10.5","1.58 %","-","5,450","5,208,200","-0.97 %","貸借","0.00"
"大日本住友製薬","4506","東証","○","-","○","13,200","-","無","0.00","2,008","-40","-0.59 %","-","1,661","811,500","-5.41 %","貸借","0.00"
"塩野義製薬","4507","東証","○","-","○","9,300","-","無","0.00","6,251","32","0.67 %","-","2,963","792,800","-0.52 %","貸借","0.00"
"田辺三菱製薬","4508","東証","○","-","○","25,500","-","無","0.00","1,211","-2","0.49 %","-","2,072","1,078,400","-1.30 %","貸借","0.00"
"あすか製薬","4514","東証","-","-","○","31,100","-","無","0.00","1,224","15","0.90 %","-","207","53,300","-2.15 %","貸借","0.00"
"日本新薬","4516","東証","-","-","○","70,900","-","無","0.00","7,830","20","0.51 %","-","569","130,800","-2.97 %","貸借","0.00"
"中外製薬","4519","東証","○","-","○","2,400","-","無","0.00","7,030","0","0.42 %","-","871","484,100","-0.84 %","貸借","0.15"
"科研製薬","4521","東証","○","-","○","1,600","-","無","0.00","5,150","10","-0.77 %","-","593","116,500","-3.01 %","貸借","0.00"
"理研ビタミン","4526","東証","-","-","○","10,300","09/25","有","0.00","3,530","65","0.71 %","-","106","36,000","-2.21 %","貸借","0.00"
"ロート製薬","4527","東証","○","-","○","1,600","03/26","有","0.00","2,976","-24","-0.80 %","-","889","225,300","-3.37 %","貸借","0.00"
"小野薬品","4528","東証","○","-","○","37,500","-","無","0.00","1,858.5","-36.5","-0.95 %","-","4,194","2,211,100","-4.42 %","貸借","0.00"
"久光製薬","4530","東証","-","-","○","14,600","-","無","0.00","4,235","-35","0.00 %","-","430","130,100","-4.07 %","貸借","0.00"
"持田製薬","4534","東証","-","-","○","38,900","-","無","0.00","4,705","-40","-0.63 %","-","231","46,700","-1.97 %","貸借","0.00"
"参天製薬","4536","東証","-","-","○","484,200","-","無","0.00","1,743","33","0.11 %","-","2,690","1,234,300","-0.68 %","貸借","0.05"
"扶桑薬品","4538","東証","-","-","○","8,000","-","無","0.00","1,890","-17","0.96 %","-","39","11,100","-5.40 %","貸借","0.05"
"ツムラ","4540","東証","-","-","○","44,100","09/25","有","0.00","2,998","21","1.28 %","-","852","224,000","-0.39 %","貸借","0.00"
"日医工","4541","東証","○","-","○","14,100","-","無","0.00","1,183","-16","-1.16 %","-","593","241,100","-3.74 %","貸借","0.00"
"テルモ","4543","東証","○","-","○","5,400","09/25","有","0.00","3,198.0","-12.0","0.18 %","-","2,657","1,424,900","-2.14 %","貸借","0.00"
"みらかホールディングス","4544","東証","○","-","○","3,600","-","無","0.00","2,521","8","-0.43 %","-","993","231,600","-3.74 %","貸借","0.00"
"キッセイ薬品工業","4547","東証","-","-","○","44,600","-","無","0.00","2,697","50","2.00 %","-","459","92,000","-0.80 %","貸借","0.05"
"生化学工業","4548","東証","-","-","○","55,200","-","無","0.00","1,236","-2","-2.13 %","-","282","66,100","-3.36 %","貸借","0.00"
"栄研化学","4549","東証","-","-","○","44,700","-","無","0.00","1,737","-9","-0.51 %","-","779","143,300","-2.03 %","貸借","0.00"
"ＪＣＲファーマ","4552","東証","○","-","○","4,200","-","無","0.00","6,410","60","1.74 %","-","266","51,000","-2.87 %","貸借","0.00"
"東和薬品","4553","東証","-","-","○","16,800","-","無","0.00","2,785","-3","-0.57 %","-","433","87,400","-2.38 %","貸借","0.05"
"富士製薬工業","4554","東証","-","-","○","16,400","-","無","0.00","1,406","-7","-0.49 %","-","78","13,200","-4.41 %","貸借","0.05"
"沢井製薬","4555","東証","○","-","○","2,300","-","無","0.00","5,800","10","0.17 %","-","402","128,700","-3.01 %","貸借","0.10"
"ゼリア新薬工業","4559","東証","-","-","○","20,400","09/25","有","0.00","2,238","6","0.99 %","-","667","173,700","-0.48 %","貸借","0.05"
"第一三共","4568","東証","○","-","○","8,400","-","無","0.00","5,752","-225","-2.35 %","-","5,701","1,617,700","-5.08 %","貸借","0.10"
"キョーリン製薬ＨＤ","4569","東証","-","-","○","15,900","-","無","0.00","1,860","-19","-2.05 %","-","1,033","278,400","-2.51 %","貸借","0.00"
"大幸薬品","4574","東証","○","-","○","500","-","無","0.00","2,079","-6","-0.04 %","-","62","10,700","-3.03 %","貸借","0.05"
"ダイト","4577","東証","-","-","○","13,900","-","無","0.00","3,340","-15","-1.76 %","-","91","15,100","-7.09 %","貸借","0.10"
"大塚ホールディングス","4578","東証","○","-","○","200","12/25","有","0.00","3,565.0","-43.0","-1.21 %","-","2,458","1,088,500","-2.06 %","貸借","0.00"
"大正製薬ＨＤ","4581","東証","-","-","○","22,800","-","無","0.00","8,350","-90","-1.06 %","-","557","132,900","-2.11 %","貸借","0.00"
"大日本塗料","4611","東証","-","-","○","7,600","03/26","有","0.00","1,045","-14","-1.32 %","-","90","17,900","-5.60 %","貸借","0.00"
"日本ペイントＨＯＬＤ","4612","東証","-","-","○","48,300","12/25","有","0.00","4,185","10","-0.11 %","-","618","276,600","-1.29 %","貸借","0.10"
"関西ペイント","4613","東証","-","-","○","40,400","-","無","0.00","2,248","34","-2.26 %","-","3,272","1,242,500","-2.72 %","貸借","0.05"
"中国塗料","4617","東証","-","-","○","69,800","-","無","0.00","906","7","0.11 %","-","611","232,600","-3.82 %","貸借","0.00"
"日本特殊塗料","4619","東証","-","-","○","11,900","-","無","0.00","1,291","-15","-2.78 %","-","111","21,200","-4.29 %","貸借","0.00"
"藤倉化成","4620","東証","-","-","○","31,900","-","無","0.00","571","2","0.88 %","-","32","6,400","-0.86 %","貸借","0.00"
"太陽ホールディングス","4626","東証","○","-","○","1,600","-","無","0.00","3,220","-25","-1.22 %","-","200","45,100","-1.67 %","貸借","0.00"
"サカタインクス","4633","東証","-","-","○","15,800","12/25","有","0.00","994","8","0.20 %","-","554","130,000","-0.89 %","貸借","0.00"
"オリエンタルランド","4661","東証","○","-","○","26,500","09/25","有","0.00","13,470","0","0.44 %","-","1,480","412,200","-0.70 %","貸借","0.25"
"ダスキン","4665","東証","○","-","○","7,200","09/25","有","0.00","2,875","13","-0.62 %","-","587","102,400","-1.50 %","貸借","0.05"
"パーク２４","4666","東証","○","-","○","6,200","10/28","有","0.00","2,461","-11","-1.48 %","-","2,435","809,300","-2.22 %","貸借","0.05"
"クレスコ","4674","東証","-","-","○","6,200","-","無","0.00","3,330","-120","-2.91 %","-","88","16,100","-6.72 %","貸借","0.00"
"フジ・メディア・ＨＤ","4676","東証","○","-","○","5,600","09/25","有","0.00","1,493","-13","-0.53 %","-","1,480","574,600","-3.86 %","貸借","0.00"
"ラウンドワン","4680","東証","○","-","○","13,300","09/25","有","0.00","1,375","14","0.07 %","-","2,919","971,000","-1.99 %","貸借","0.00"
"リゾートトラスト","4681","東証","○","-","○","19,800","03/26","有","0.00","1,644","6","-0.36 %","-","1,015","317,200","-1.26 %","貸借","0.05"
"オービック","4684","東証","○","-","○","3,700","-","無","1.00","12,770","10","1.02 %","-","608","163,500","-2.66 %","信用","0.00"
"ジャストシステム","4686","東証","○","-","○","11,500","-","無","0.00","3,535","-40","-2.61 %","-","228","85,500","-5.73 %","貸借","0.00"
"ヤフー","4689","東証","○","-","○","115,900","-","無","0.00","317","1","-0.31 %","-","2,478","15,331,600","-1.85 %","貸借","0.00"
"ビー・エム・エル","4694","東証","-","-","○","29,700","03/26","有","0.00","3,145","45","0.64 %","-","179","33,800","-0.78 %","貸借","0.00"
"トレンドマイクロ","4704","東証","○","-","○","3,800","-","無","0.00","4,910","-25","-0.70 %","-","1,125","527,300","-2.38 %","貸借","0.00"
"りらいあコミュニケーショ","4708","東証","-","-","○","21,100","09/25","有","0.00","1,262","-16","-0.55 %","-","691","173,100","-1.86 %","貸借","0.05"
"日本オラクル","4716","東証","○","-","○","2,100","-","無","0.00","7,690","-120","-1.02 %","-","443","168,700","-2.03 %","貸借","0.00"
"アルファシステムズ","4719","東証","-","-","○","7,000","09/25","有","0.00","2,809","26","0.93 %","-","226","34,200","-3.17 %","貸借","0.00"
"フューチャー","4722","東証","-","-","○","9,900","-","無","0.00","2,111","42","1.68 %","-","555","93,300","-0.14 %","貸借","0.05"
"ＣＡＣＨＯＬＤＩＮＧＳ","4725","東証","-","-","○","1,700","-","無","0.00","1,529","-26","-1.98 %","-","676","133,600","-4.85 %","貸借","0.05"
"ユー・エス・エス","4732","東証","○","-","○","4,200","09/25","有","0.00","2,149","6","0.65 %","-","1,484","513,000","-1.37 %","貸借","0.05"
"オービックビジネスＣ","4733","東証","-","-","○","2,800","03/26","有","0.00","5,030","-20","-0.39 %","-","192","31,200","-2.33 %","信用","0.00"
"伊藤忠テクノソリュー","4739","東証","○","-","○","6,600","-","無","0.00","2,824","16","0.35 %","-","2,010","558,500","-2.11 %","貸借","0.00"
"サイバーエージェント","4751","東証","○","-","○","7,800","-","無","0.00","3,730","-35","0.53 %","-","2,180","1,218,600","-9.79 %","貸借","0.00"
"大塚商会","4768","東証","○","-","○","800","-","無","0.00","4,465","5","-0.44 %","-","781","292,300","-1.76 %","貸借","0.00"
"セントラルスポーツ","4801","東証","-","-","○","2,000","09/25","有","0.00","3,125","-25","-1.41 %","-","65","10,000","-2.49 %","信用","0.00"
"電通国際情報Ｓ","4812","東証","-","-","○","1,400","-","無","0.00","3,520","10","0.14 %","-","231","38,400","-0.98 %","貸借","0.10"
"デジタルガレージ","4819","東証","○","-","○","7,100","-","無","0.00","3,400","-90","-2.01 %","-","643","250,500","-6.07 %","貸借","0.00"
"フルキャストホールディングス","4848","東証","-","-","○","16,000","-","無","0.00","2,351","-40","-1.67 %","-","508","101,000","-3.09 %","貸借","0.00"
"エン・ジャパン","4849","東証","-","-","○","2,300","-","無","0.00","4,115","-15","-0.48 %","-","1,140","355,300","-1.67 %","貸借","0.10"
"富士フイルムＨＬＤＧＳ","4901","東証","○","-","○","11,800","09/25","有","0.00","5,410","45","0.78 %","-","2,981","1,005,900","-0.71 %","貸借","0.10"
"コニカミノルタ","4902","東証","○","-","○","6,400","09/25","有","0.00","1,049","-7","-0.09 %","-","1,780","1,532,500","-2.14 %","貸借","0.05"
"資生堂","4911","東証","-","-","○","383,400","12/25","有","0.00","8,420","-53","0.00 %","-","4,806","1,239,100","-2.51 %","貸借","0.15"
"ライオン","4912","東証","○","-","○","9,700","12/25","有","0.00","2,005","-2","-0.39 %","-","1,494","560,000","-1.86 %","貸借","0.00"
"高砂香料","4914","東証","-","-","○","16,300","-","無","0.00","3,005","-40","-2.43 %","-","90","15,000","-2.43 %","貸借","0.10"
"マンダム","4917","東証","○","-","○","3,500","03/26","有","0.00","2,601","-11","-0.45 %","-","1,098","210,900","-2.29 %","貸借","0.00"
"ミルボン","4919","東証","-","-","○","23,100","12/25","有","0.00","5,160","-60","-0.57 %","-","494","122,100","-4.08 %","貸借","0.10"
"ファンケル","4921","東証","○","-","○","15,500","09/25","有","0.00","2,840","-23","-0.80 %","-","1,958","515,500","-4.53 %","貸借","0.00"
"コーセー","4922","東証","-","-","○","24,300","03/26","有","0.00","17,920","-80","-0.83 %","-","907","177,800","-3.13 %","貸借","0.00"
"ポーラ・オルビスＨＤ","4927","東証","-","-","○","130,100","12/25","有","0.00","3,000","-5","0.23 %","-","1,119","449,100","-4.61 %","貸借","0.00"
"ノエビアホールディングス","4928","東証","○","-","○","5,200","09/25","有","0.00","5,850","0","0.51 %","-","151","33,800","-1.18 %","貸借","0.00"
"エステー","4951","東証","○","-","○","3,200","09/25","有","0.00","1,701","-3","-0.23 %","-","86","14,100","-2.12 %","貸借","0.00"
"コニシ","4956","東証","-","-","○","44,700","-","無","0.00","1,601","1","0.06 %","-","324","81,100","-0.68 %","貸借","0.00"
"荒川化学工業","4968","東証","-","-","○","19,300","-","無","0.00","1,373","-11","-1.78 %","-","143","28,800","-4.25 %","貸借","0.05"
"タカラバイオ","4974","東証","○","-","○","11,000","-","無","0.00","1,999","-6","-0.39 %","-","868","301,300","-3.52 %","貸借","0.00"
"ＪＣＵ","4975","東証","○","-","○","5,800","03/26","有","0.00","1,949","-44","-2.59 %","-","507","87,200","-3.13 %","貸借","0.00"
"デクセリアルズ","4980","東証","○","-","○","43,000","-","無","0.00","691","-15","-1.84 %","-","484","190,800","-2.53 %","貸借","0.00"
"クミアイ化学","4996","東証","-","-","○","14,800","-","無","0.00","736","23","-0.80 %","-","1,812","881,300","-1.47 %","貸借","0.00"
"ニチレキ","5011","東証","-","-","○","31,600","-","無","0.00","1,018","3","-1.06 %","-","113","27,900","-1.26 %","貸借","0.00"
"ユシロ化学","5013","東証","-","-","○","12,000","-","無","0.00","1,323","-7","-2.72 %","-","47","13,700","-2.72 %","貸借","0.00"
"富士石油","5017","東証","-","-","○","30,700","-","無","0.00","262","-4","-0.75 %","-","279","311,400","-2.96 %","貸借","0.00"
"出光興産","5019","東証","○","-","○","14,000","-","無","0.00","3,230","-35","-0.76 %","-","1,744","1,114,300","-3.29 %","貸借","0.00"
"ＪＸＴＧホールディングス","5020","東証","○","-","○","194,400","-","無","0.00","526.5","-5.8","-0.66 %","-","11,390","13,736,000","-1.73 %","貸借","0.00"
"コスモエネルギーＨＬＤＧＳ","5021","東証","○","-","○","1,000","-","無","0.00","2,416","-39","-0.94 %","-","2,060","502,800","-2.38 %","貸借","0.00"
"横浜ゴム","5101","東証","-","-","○","166,100","-","無","0.00","1,984","-3","-0.10 %","-","989","456,800","-0.60 %","貸借","0.00"
"ＴＯＹＯＴＩＲＥ","5105","東証","○","-","○","17,000","12/25","有","0.00","1,456","-37","-1.28 %","-","2,428","1,127,800","-3.95 %","貸借","0.00"
"ブリヂストン","5108","東証","○","-","○","18,300","-","無","0.00","4,268","5","0.63 %","-","2,678","1,742,700","-0.67 %","貸借","0.10"
"住友ゴム","5110","東証","○","-","○","12,000","-","無","0.00","1,247","-5","-0.24 %","-","1,838","1,307,600","-0.95 %","貸借","0.00"
"オカモト","5122","東証","-","-","○","15,900","-","無","0.00","4,750","-45","-0.93 %","-","80","12,800","-1.65 %","貸借","0.00"
"アキレス","5142","東証","-","-","○","13,900","09/25","有","0.00","1,991","-5","-0.94 %","-","19","4,900","-3.53 %","貸借","0.00"
"ニッタ","5186","東証","-","-","○","27,900","09/25","有","0.00","2,925","0","0.44 %","-","280","56,900","-1.68 %","貸借","0.00"
"住友理工","5191","東証","-","-","○","39,200","-","無","0.00","818","-20","-2.38 %","-","307","76,400","-3.42 %","貸借","0.05"
"三ツ星ベルト","5192","東証","-","-","○","32,800","-","無","0.00","1,876","-54","-1.62 %","-","241","40,700","-5.06 %","貸借","0.05"
"バンドー化学","5195","東証","-","-","○","46,900","-","無","0.00","965","-21","-1.02 %","-","120","29,700","-2.12 %","貸借","0.00"
"ＡＧＣ","5201","東証","○","-","○","6,000","-","無","0.00","3,720","-10","-0.80 %","-","878","666,900","-1.84 %","貸借","0.00"
"日本板硝子","5202","東証","○","-","○","18,600","-","無","0.00","713","-5","-0.41 %","-","912","609,600","-2.99 %","貸借","0.00"
"有沢製作所","5208","東証","-","-","○","2,900","-","無","0.00","854","-4","-1.15 %","-","605","188,000","-2.06 %","貸借","0.00"
"日本山村硝子","5210","東証","○","-","○","600","-","無","0.00","1,391","-16","-0.50 %","-","63","12,200","-1.90 %","貸借","0.00"
"日本電気硝子","5214","東証","-","-","○","156,200","-","無","0.00","2,712","-45","-1.63 %","-","918","348,800","-1.98 %","貸借","0.00"
"住友大阪セメント","5232","東証","-","-","○","25,400","-","無","0.00","4,350","90","1.63 %","-","573","199,600","-0.22 %","貸借","0.10"
"太平洋セメント","5233","東証","○","-","○","2,500","-","無","0.00","3,250","15","0.93 %","-","908","493,800","-0.91 %","貸借","0.00"
"日本ヒユ－ム","5262","東証","-","-","○","23,000","-","無","0.00","698","-11","-1.13 %","-","78","23,100","-5.16 %","貸借","0.00"
"日本コンクリ－ト","5269","東証","-","-","○","13,800","-","無","0.00","285","2","1.06 %","-","79","48,000","-1.04 %","貸借","0.00"
"三谷セキサン","5273","東証","-","-","○","10,500","03/26","有","0.00","2,747","-72","-2.55 %","-","23","3,900","-5.11 %","貸借","0.05"
"東海カーボン","5301","東証","○","-","○","0","12/25","有","6.00","1,133","-1","0.53 %","-","3,277","3,409,200","-1.30 %","貸借","0.05"
"東洋炭素","5310","東証","○","-","○","0","-","無","0.00","2,137","-4","-0.04 %","-","346","59,100","-1.42 %","貸借","0.00"
"ノリタケ","5331","東証","-","-","○","13,600","03/26","有","0.00","4,455","-85","-2.08 %","-","144","27,600","-3.77 %","貸借","0.00"
"ＴＯＴＯ","5332","東証","○","-","○","5,500","03/26","有","0.00","4,190","20","0.35 %","-","953","524,300","-4.00 %","貸借","0.05"
"日本碍子","5333","東証","○","-","○","20,000","-","無","0.00","1,533","11","0.00 %","-","1,766","802,000","-1.22 %","貸借","0.00"
"日本特殊陶業","5334","東証","-","-","○","194,700","-","無","0.00","1,939","-29","-2.26 %","-","1,774","605,500","-2.31 %","貸借","0.00"
"ＭＡＲＵＷＡ","5344","東証","-","-","○","5,000","03/26","有","0.00","5,370","60","-0.37 %","-","398","84,500","-1.82 %","貸借","0.00"
"品川リフラクトリーズ","5351","東証","-","-","○","5,800","-","無","0.00","2,959","11","0.37 %","-","73","10,300","-2.18 %","貸借","0.00"
"黒崎播磨","5352","東証","-","-","○","700","-","無","0.00","6,080","100","0.99 %","-","314","54,000","-1.29 %","貸借","0.00"
"フジミインコーポレーテッド","5384","東証","-","-","○","5,700","-","無","0.00","2,134","-14","-2.55 %","-","370","83,700","-2.60 %","貸借","0.00"
"ニチアス","5393","東証","○","-","○","3,700","-","無","0.00","1,927","7","-0.25 %","-","427","109,600","-1.43 %","貸借","0.00"
"日本製鉄","5401","東証","○","-","○","6,200","09/25","有","0.00","1,848.0","3.5","-0.32 %","-","3,665","2,666,800","-0.96 %","貸借","0.00"
"神戸製鋼所","5406","東証","○","-","○","56,500","-","無","0.00","693","-4","-1.00 %","-","1,425","2,052,400","-2.39 %","貸借","0.00"
"中山製鋼所","5408","東証","-","-","○","17,700","-","無","0.00","463","-8","-1.48 %","-","126","36,700","-2.73 %","貸借","0.00"
